Category Name,Zikar Name,Arabic,Translation,Benefit Text,Illustration
Prophetic Supplications,(no name),اللَّهُمَّ لَكَ أَسْلَمْتُ، وَبِكَ آمَنْتُ، وَعَلَيْكَ تَوَكَّلْتُ، وَإِلَيْكَ أَنَبْتُ، وَبِكَ خَاصَمْتُ وَإِلَيْكَ حَاكَمْتُ، فَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ، أَنْتَ الْمُقَدِّمُ وَأَنْتَ الْمُؤَخِّرُ لَا إِلَٰهَ إِلَّا أَنْتَ، وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ,"“O Allah! I submit myself to You, and I believe in You, and I depend on You, and I repent to You and return to You, and to You I leave the judgment (for those who refuse the message), and to You I submit for judgment. Forgive me (O Allah) for what I did earlier and what I did later, and what I did secretly and what I did openly. You Alone can make one progress or draw backward. None has the right to be worshipped but You. And there is no power and no strength except with Allah.”",,"Hands cupped in repentance, soft drops of forgiving light falling from above onto the open palms."
Prophetic Supplications,(no name),اللَّهُمَّ اهْدِنِي فِيمَنْ هَدَيْتَ، وَعَافِنِي فِيمَنْ عَافَيْتَ، وَتَوَلَّنِي فِيمَنْ تَوَلَّيْتَ، وَبَارِكْ لِي فِيمَا أَعْطَيْتَ، وَقِنِي شَرَّ مَا قَضَيْتَ فَإِنَّكَ تَقْضِي وَلَا يُقْضَى عَلَيْكَ، وَإِنَّهُ لَا يَذِلُّ مَنْ وَالَيْتَ، تَبَارَكْتَ رَبَّنَا وَتَعَالَيْتَ,"“O Allah! Guide me (to the right Path) with those who You have guided, and make me healthy (strong) with those whom You have given good health (strength), place me under Your care among those whom You have taken care of, bless for me whatever You have provided, protect me from the evil things which You have decreed for indeed You rule and none can rule You, whoever You keep under Your Care none can humiliate. You are the Blessed, our Lord, and You are the Exalted.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ خَيْرِ مَا سَأَلَكَ مِنْهُ عَبْدُكَ وَنَبِيُّكَ مُحَمَّدٌ وَعِبَادُكَ الصَّالِحُونَ، وَأَعُوذُ بِكَ مِنْ شَرِّ مَا اسْتَعَاذَ مِنْهُ عَبْدُكَ وَنَبِيُّكَ مُحَمَّدٌ وَعِبَادُكَ الصَّالِحُونَ,“O Allah! I ask from You the best which had been sought by Your slave and Prophet Muhammad (pbuh) and Your righteous servants. And I ask refuge with You against the evil of all such things from which protection had been sought by Your slave and Prophet Muhammad (pbuh) and Your righteous servants.”,,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ أَنْتَ رَبِّي، لَا إِلَٰهَ إِلَّا أَنْتَ خَلَقْتَنِي وَأَنَا عَبْدُكَ، وَأَنَا عَلَى عَهْدِكَ وَوَعْدِكَ مَا اسْتَطَعْتُ، أَعُوذُ بِكَ مِنْ شَرِّ مَا صَنَعْتُ، أَبُوءُ لَكَ بِنِعْمَتِكَ عَلَيَّ، وَأَبُوءُ بِذَنْبِي فَاغْفِرْ لِي فَإِنَّهُ لَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ,"“O Allah! You are my Lord, none has the right to be worshipped except You, You created me and I am Your servant and I abide to Your covenant and promise as best I can, I take refuge in You from the evil of which I committed. I acknowledge Your favor upon me and I acknowledge my sin, so forgive me, for verily none can forgive sin except You.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Prophetic Supplications,(no name),اللَّهُمَّ اكْفِنَا شَرَّ الْأَشْرَارِ وَكَيْدَ الْفُجَّارِ، وَشَرَّ كُلِّ طَارِقٍ يَطْرُقُ إِلَّا طَارِقًا يَطْرُقُ بِخَيْرٍ يَا عَزِيزُ يَا غَفَّارُ,"“O Allah! Prevent us from the evil of all bad things, and from the craftiness of immoral people and from evil of the entire night visitor that comes except those who came for good (O Allah). O the All-Mighty, O the Oft-Forgiving.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ أَنْ تُبَارِكَ فِي سَمْعِي، وَفِي بَصَرِي، وَفِي خَلْقِي، وَفِي خُلُقِي، وَفِي أَهْلِي، وَفِي مَحْيَايَ، وَفِي عَمَلِي، وَتَقَبَّلْ حَسَنَاتِي، وَأَسْأَلُكَ الدَّرَجَاتِ الْعُلَى مِنَ الْجَنَّةِ,"“O Allah! I ask from You bless my hearing, and my seeing, and myself, and my family, and my living, and my deeds, and accept my best (deeds), and I seek from You the highest level of Paradise.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ اغْفِرْ لِي ذَنْبِي كُلَّهُ: دِقَّهُ وَجِلَّهُ، وَأَوَّلَهُ وَآخِرَهُ، وَعَلَانِيَتَهُ وَسِرَّهُ,"“O Allah! Forgive all my sins: the smallest and the greatest of which, the first and last of which, and both that are openly and secretly committed.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ لَكَ الْحَمْدُ كُلُّهُ، اللَّهُمَّ لَا قَابِضَ لِمَا بَسَطْتَ، وَلَا بَاسِطَ لِمَا قَبَضْتَ، وَلَا هَادِيَ لِمَنْ أَضْلَلْتَ، وَلَا مُضِلَّ لِمَنْ هَدَيْتَ، وَلَا مُعْطِيَ لِمَا مَنَعْتَ، وَلَا مَانِعَ لِمَا أَعْطَيْتَ، وَلَا مُقَرِّبَ لِمَا بَاعَدْتَ، وَلَا مُبَاعِدَ لِمَا قَرَّبْتَ، اللَّهُمَّ ابْسُطْ عَلَيْنَا مِنْ بَرَكَاتِكَ وَرَحْمَتِكَ وَفَضْلِكَ وَرِزْقِكَ، اللَّهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ الْمُقِيمَ الَّذِي لَا يَحُولُ وَلَا يَزُولُ، اللَّهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ يَوْمَ الْعَيْلَةِ، وَالْأَمْنَ يَوْمَ الْخَوْفِ، اللَّهُمَّ إِنِّي عَائِذٌ بِكَ مِنْ شَرِّ مَا أَعْطَيْتَنَا، وَشَرِّ مَا مَنَعْتَ، اللَّهُمَّ حَبِّبْ إِلَيْنَا الْإِيمَانَ وَزَيِّنْهُ فِي قُلُوبِنَا، وَكَرِّهْ إِلَيْنَا الْكُفْرَ وَالْفُسُوقَ وَالْعِصْيَانَ وَاجْعَلْنَا مِنَ الرَّاشِدِينَ، اللَّهُمَّ تَوَفَّنَا مُسْلِمِينَ، وَأَحْيِنَا مُسْلِمِينَ وَأَلْحِقْنَا بِالصَّالِحِينَ غَيْرَ خَزَايَا وَلَا مَفْتُونِينَ، اللَّهُمَّ قَاتِلِ الْكَفَرَةَ الَّذِينَ يُكَذِّبُونَ رُسُلَكَ، وَيَصُدُّونَ عَنْ سَبِيلِكَ وَاجْعَلْ عَلَيْهِمْ رِجْزَكَ وَعَذَابَكَ، اللَّهُمَّ قَاتِلِ الْكَفَرَةَ الَّذِينَ أُوتُوا الْكِتَابَ إِلَٰهَ الْحَقِّ,"“O Allah! All Praises are due to You (Alone). O Allah! None can take hold unless with Your help, and no extensor for anyone You deny of (help), and no guidance for anyone You cause to go astray, and none can misguide those whom You have guided, none can give those You deny of any assistance, and none can object to whomever You want to give Your help, none can bring near of whom You cause to be far away, and none can bring away of anyone You cause to be near (to You). O Allah! Provide us Your blessings, Your mercy, Your grace, and subsistence. O Allah! I seek from You steady blessings. O Allah! I ask from You favor on the day of hardships, security in the day of fear. O Allah! I seek Your protection against the evil of what You have given us and the evil of all things which You have denied us (to have). O Allah! Let us love the Faith (in You) and let it be accepted by our hearts. Let us dislike the unbelief, immorality and rebellion, and make us among the righteous. O Allah! Take our life as Muslim and let us live as Muslim and make us among Your righteous servants without difficulties and trials. O Allah! Defeat the Kuffar who deny Your Messenger, who prevent the propagation of Your Way; and inflict upon them Your punishment. O Allah! Defeat the Kuffar in whose hands are the books, Lord of Truth. (Ameen)”",,"A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Prophetic Supplications,(no name),اللَّهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَاهْدِنِي، وَعَافِنِي، وَارْزُقْنِي، وَاجْبُرْنِي، وَارْفَعْنِي,"“O Allah! Forgive me, have Mercy on me, guide me, provide good health and livelihood, comfort and elevate my reputation.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ زِدْنَا وَلَا تُنْقِصْنَا، وَأَكْرِمْنَا وَلَا تُهِنَّا، وَأَعْطِنَا وَلَا تُحْرِمْنَا، وَآثِرْنَا وَلَا تُؤْثِرْ عَلَيْنَا، وَأَرْضِنَا وَارْضَ عَنَّا,"“O Allah! Increase upon us Your favor and do not decrease it, Be Kind on us and do not dislike us, give us (provisions) and do not disown us, let us be the first and let no one before us, and love You and You love us.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ كَمَا أَحْسَنْتَ خَلْقِي، فَأَحْسِنْ خُلُقِي,"“O Allah! Like as You have created us from the best of mould, make our best our behavior.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ ثَبِّتْنِي، وَاجْعَلْنِي هَادِيًا مَهْدِيًّا,"“O Allah! Let me firmed in my belief, make me guide and be guided to the right Path.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ آتِنِي الْحِكْمَةَ الَّتِي مَنْ أُوتِيَهَا فَقَدْ أُوتِيَ خَيْرًا كَثِيرًا,"“O Allah! Provide me wisdom, whom You provided with wisdom surely had multitude of good.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),بِسْمِ اللَّهِ الَّذِي لَا يَضُرُّ مَعَ اسْمِهِ شَيْءٌ فِي الْأَرْضِ وَلَا فِي السَّمَاءِ وَهُوَ السَّمِيعُ الْعَلِيمُ,"“In the Name of Allah, Who with His Name nothing will get harm on Earth and in the Heavens, He is the All-Hearer, the All-Knower.”",,"A translucent dome of light surrounding a small figure, dark wisps deflecting harmlessly off its surface."
Prophetic Supplications,(no name),بِسْمِ اللَّهِ ذِي الشَّأْنِ، عَظِيمِ السُّلْطَانِ، شَدِيدِ الْبُرْهَانِ، قَوِيِّ الْأَرْكَانِ، مَا شَاءَ اللَّهُ كَانَ، أَعُوذُ بِاللَّهِ مِنْ كُلِّ شَيْطَانٍ؛ إِنْسٍ وَجَانٍّ,"“In the Name of Allah, the Most Powerful, with the Great Power (and Authority), with powerful Evidence, with Solid Pillars, whatever He likes happens. I seek refuge with Allah against all Shaytan (Satan) whether it is man or jinn.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Morning & Evening Remembrance,(no name),أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ,“I seek refuge with the complete Word of Allah against the evil of His creatures.”,,"A glowing circle of Arabic letters orbiting a kneeling figure, dark shadows held back at its edge."
Morning & Evening Remembrance,(no name),أَعُوذُ بِوَجْهِ اللَّهِ الْعَظِيمِ، الَّذِي لَيْسَ شَيْءٌ أَعْظَمُ مِنْهُ، وَبِكَلِمَاتِ اللَّهِ التَّامَّاتِ الَّتِي لَا يُجَاوِزُهُنَّ بَرٌّ وَلَا فَاجِرٌ، مِنْ شَرِّ مَا خَلَقَ وَذَرَأَ وَبَرَأَ، وَمِنْ شَرِّ مَا يَنْزِلُ مِنَ السَّمَاءِ وَمَا يَعْرُجُ فِيهَا، وَمِنْ شَرِّ مَا يَلِجُ فِي الْأَرْضِ وَمَا يَخْرُجُ مِنْهَا، وَمِنْ شَرِّ طَوَارِقِ اللَّيْلِ وَالنَّهَارِ إِلَّا طَارِقًا يَطْرُقُ بِخَيْرٍ يَا رَحْمَانُ,"“I seek refuge by the Greatness of Allah's Face, Who has nothing greater than Him, and the Complete Word of Allah which no good and bad man can overcome; against the evil of creatures, and what He has scattered and created; and from the evil of what descends from the Heavens and what ascends into it, and from the evil of what enters the Earth and what comes out from it; and from the evil of the night and day comers except those who come for good. O Merciful.”",,"A glowing circle of Arabic letters orbiting a kneeling figure, dark shadows held back at its edge."
Morning & Evening Remembrance,(no name),أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ الْوَاحِدِ الْقَهَّارِ، وَالْحَمْدُ لِلَّهِ,"“We have reached the morning and at this very time unto Allah belongs all sovereignty, the One and Only, the Most Powerful. And all Praises are due to Allah.”",,"A glowing key of dominion suspended in a starlit sky above an open landscape of mountains, oceans, and earth."
Morning & Evening Remembrance,(no name),لَا إِلَٰهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"“None has the right to be worshipped but Allah, Alone without partner, to Him belongs all sovereignty and praise and He is over all things Omnipotent.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),رَبِّ أَعُوذُ بِكَ مِنَ الْكَسَلِ وَالْهَرَمِ وَسُوءِ الْكِبَرِ، وَمِنْ فِتْنَةِ الدُّنْيَا وَعَذَابِ الْقَبْرِ,"“O Lord! I ask refuge with You from laziness, cowardice, and decrepitude and the evil of becoming too old, and from the trials of this World and the torment in the grave.”",,"A simple white-shrouded form at peace under a soft starlit sky, a gentle column of mercy-light descending from above."
Morning & Evening Remembrance,(no name),أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ رَبِّ الْعَالَمِينَ,"“We have reached the morning and at this very time unto Allah belongs all sovereignty, the Lord of the Worlds.”",,"A glowing key of dominion suspended in a starlit sky above an open landscape of mountains, oceans, and earth."
Morning & Evening Remembrance,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَ هَذَا الْيَوْمِ: فَتْحَهُ، وَنَصْرَهُ، وَنُورَهُ، وَبَرَكَتَهُ، وَهُدَاهُ، وَأَعُوذُ بِكَ مِنْ شَرِّ مَا بَعْدَهُ,"“O Allah! I ask You the best of this day: its success and victory, and its light, blessing, and guidance. And I ask refuge with You against the evil after it.”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),اللَّهُمَّ بِكَ أَصْبَحْنَا وَبِكَ أَمْسَيْنَا، وَبِكَ نَحْيَا وَبِكَ نَمُوتُ، وَإِلَيْكَ النُّشُورُ، أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ، وَالْحَمْدُ لِلَّهِ لَا شَرِيكَ لَهُ، لَا إِلَٰهَ إِلَّا هُوَ إِلَيْهِ النُّشُورُ,"“O Allah! By Your leave we have reached the morning and by Your leave we have reached the evening, by Your leave we live and die and unto You is our resurrection. We have reached the morning and at this very time unto Allah belongs all sovereignty, and all Praises are due to Allah, He has no partner, none has the right to be worshipped but He, and unto Him is our resurrection.”",,"A glowing key of dominion suspended in a starlit sky above an open landscape of mountains, oceans, and earth."
Morning & Evening Remembrance,(no name),اللَّهُمَّ فَاطِرَ السَّمَاوَاتِ وَالْأَرْضِ، عَالِمَ الْغَيْبِ وَالشَّهَادَةِ، رَبَّ كُلِّ شَيْءٍ وَمَلِيكَهُ، أَشْهَدُ أَنْ لَا إِلَٰهَ إِلَّا أَنْتَ، أَعُوذُ بِكَ مِنْ شَرِّ نَفْسِي، وَمِنْ شَرِّ الشَّيْطَانِ وَشِرْكِهِ، وَأَنْ أَقْتَرِفَ عَلَى نَفْسِي سُوءًا أَوْ أَجُرَّهُ إِلَى مُسْلِمٍ,"“O Allah! The Creator of Heavens and the Earth, the All-Knower of the unseen and the seen, Lord and Owner of all things; I bear witness that none has the right to be worshipped but You. I ask refuge with You from the evil of myself, and from the evil of Shaytan (Satan) and his associating of other with Allah, and from the errors committed against my soul and with the expense of fellow Muslim.”",,"Open palms beneath a small luminous eye-of-knowledge in the sky, dark wisps retreating to the edges."
Morning & Evening Remembrance,(no name),اللَّهُمَّ إِنِّي أَصْبَحْتُ أُشْهِدُكَ، وَأُشْهِدُ حَمَلَةَ عَرْشِكَ، وَمَلَائِكَتَكَ، وَجَمِيعَ خَلْقِكَ، أَنَّكَ أَنْتَ اللَّهُ، لَا إِلَٰهَ إِلَّا أَنْتَ وَحْدَكَ لَا شَرِيكَ لَكَ، وَأَنَّ مُحَمَّدًا عَبْدُكَ وَرَسُولُكَ,"“O Allah! Verily I have reached the morning and call on You, the bearers of Your Throne, Your angels, and all Your creation to witness that You are Allah, none has the right to be worshipped but You, Alone, without partner and that Muhammad is Your servant and Messenger.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي: دِينِي، وَدُنْيَايَ، وَأَهْلِي، وَمَالِي,"“O Allah! I seek from You forgiveness and health regarding my Faith, my world, my family and my possessions.”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),اللَّهُمَّ اسْتُرْ عَوْرَاتِي، وَآمِنْ رَوْعَاتِي، اللَّهُمَّ احْفَظْنِي مِنْ بَيْنِ يَدَيَّ وَمِنْ خَلْفِي، وَعَنْ يَمِينِي وَعَنْ شِمَالِي وَمِنْ فَوْقِي، وَأَعُوذُ بِعَظَمَتِكَ أَنْ أُغْتَالَ مِنْ تَحْتِي,"“O Allah! Cover up my defects and save me from fear. Protect me from my right and from my left, and from above and from before me and from behind me. I seek refuge with You by Your Greatness lest I may be murdered from beneath me.”",,A soft veil of golden cloth draping gently over a kneeling figure from above.
Morning & Evening Remembrance,(no name),رَضِيتُ بِاللَّهِ رَبًّا، وَبِالْإِسْلَامِ دِينًا، وَبِمُحَمَّدٍ نَبِيًّا وَرَسُولًا,"“I am pleased that (You) O Allah is my Lord, and Islam is my religion, and Muhammad (pbuh) is my Prophet and Messenger (of Allah).”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),اللَّهُمَّ مَا أَصْبَحَ بِي مِنْ نِعْمَةٍ أَوْ بِأَحَدٍ مِنْ خَلْقِكَ، فَمِنْكَ وَحْدَكَ لَا شَرِيكَ لَكَ، فَلَكَ الْحَمْدُ وَلَكَ الشُّكْرُ,"“O Allah! What blessing I or any of Your creation have risen up, is from You alone, without partner, so for You is all praise and unto You all thanks.”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),اللَّهُمَّ عَافِنِي فِي بَدَنِي، اللَّهُمَّ عَافِنِي فِي سَمْعِي، اللَّهُمَّ عَافِنِي فِي بَصَرِي لَا إِلَٰهَ إِلَّا أَنْتَ,“O Allah! Make healthy my body. O Allah! Make healthy my hearing. O Allah! Make healthy my sight. None has the right to be worshipped but You.”,,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْكُفْرِ وَالْفَقْرِ، وَمِنْ عَذَابِ الْقَبْرِ، لَا إِلَٰهَ إِلَّا أَنْتَ,"“O Allah! I ask refuge with You from disbelief, and poverty, and from the torment in the grave, none has the right to be worshipped but You. (3x)”",,"A simple white-shrouded form at peace under a soft starlit sky, a gentle column of mercy-light descending from above."
Morning & Evening Remembrance,(no name),سُبْحَانَ اللَّهِ وَبِحَمْدِهِ لَا قُوَّةَ إِلَّا بِاللَّهِ، مَا شَاءَ اللَّهُ كَانَ، وَمَا لَمْ يَشَأْ لَمْ يَكُنْ، أَعْلَمُ أَنَّ اللَّهَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ، وَأَنَّ اللَّهَ قَدْ أَحَاطَ بِكُلِّ شَيْءٍ عِلْمًا,"“All Glory to Allah and all praise to Him, no power except with Allah, whatever Allah wanted happens and whatever He does not want never happens, know that Allah has power over all things, and that Allah surrounds all things in (His) Knowledge.”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),أَصْبَحْنَا عَلَى فِطْرَةِ الْإِسْلَامِ، وَكَلِمَةِ الْإِخْلَاصِ، وَدِينِ نَبِيِّنَا مُحَمَّدٍ، وَعَلَى مِلَّةِ أَبِينَا إِبْرَاهِيمَ، حَنِيفًا مُسْلِمًا وَمَا كَانَ مِنَ الْمُشْرِكِينَ,"“We rise upon the Fitrah (nature) of Islam, and the word of pure faith and upon the religion of our Prophet Muhammad (pbuh) and the religion of our forefather Ibrahim (Abraham), who was a Muslim and of true faith and was not of those associate others with Allah.”",,"An open Quran on a wooden rehl with a soft gold ray rising from the page, hands gently cupped to receive it."
Morning & Evening Remembrance,(no name),يَا حَيُّ يَا قَيُّومُ، يَا بَدِيعَ السَّمَوَاتِ وَالْأَرْضِ، يَا ذَا الْجَلَالِ وَالْإِكْرَامِ، لَا إِلَٰهَ إِلَّا أَنْتَ، بِرَحْمَتِكَ أَسْتَغِيثُ، أَصْلِحْ لِي شَأْنِي وَلَا تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَيْنٍ,"“O Ever Living, O Everlasting, O the Originator of Heavens and the Earth, O Full of Majesty and Honor; none has the right to be worshipped but You; by Your Mercy I ask Your help to set right all my deeds and do not entrust to me my affairs even in a wink of an eye.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),اللَّهُمَّ أَنْتَ رَبِّي لَا إِلَٰهَ إِلَّا أَنْتَ، خَلَقْتَنِي وَأَنَا عَبْدُكَ، وَأَنَا عَلَى عَهْدِكَ وَوَعْدِكَ مَا اسْتَطَعْتُ، أَعُوذُ بِكَ مِنْ شَرِّ مَا صَنَعْتُ، أَبُوءُ لَكَ بِنِعْمَتِكَ عَلَيَّ وَأَبُوءُ بِذَنْبِي، فَاغْفِرْ لِي، إِنَّهُ لَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ,"“O Allah! You are my Lord, none has the right to be worshipped except You, You created me and I am Your servant and I abide to Your covenant and promise as best I can, I take refuge in You from the evil of which I committed. I acknowledge Your favor upon me and I acknowledge my sin, so forgive me, for verily none can forgive sin except You.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),اللَّهُمَّ أَنْتَ أَحَقُّ مَنْ ذُكِرَ، وَأَحَقُّ مَنْ عُبِدَ، وَأَنْصَرُ مَنِ ابْتُغِيَ، وَأَرْأَفُ مَنْ مَلَكَ، وَأَجْوَدُ مَنْ سُئِلَ، وَأَوْسَعُ مَنْ أَعْطَى، أَنْتَ الْمَلِكُ لَا شَرِيكَ لَكَ، وَالْفَرْدُ الَّذِي لَا نِدَّ لَكَ، كُلُّ شَيْءٍ هَالِكٌ إِلَّا وَجْهَكَ، لَنْ تُطَاعَ إِلَّا بِإِذْنِكَ، وَلَنْ تُعْصَى إِلَّا بِعِلْمِكَ، تُطَاعُ فَتَشْكُرُ وَتُعْصَى فَتَغْفِرُ، أَقْرَبُ شَهِيدٍ وَأَدْنَى حَفِيظٍ، حُلْتَ دُونَ النُّفُوسِ وَأَخَذْتَ بِالنَّوَاصِي، وَكَتَبْتَ الْآثَارَ وَنَسَخْتَ الْآجَالَ، الْقُلُوبُ لَكَ مُفْضِيَةٌ وَالسِّرُّ عِنْدَكَ عَلَانِيَةٌ، الْحَلَالُ مَا أَحْلَلْتَ، وَالْحَرَامُ مَا حَرَّمْتَ، وَالدِّينُ مَا شَرَعْتَ، وَالْخَلْقُ خَلْقُكَ وَالْعَبْدُ عَبْدُكَ، وَأَنْتَ اللَّهُ الرَّؤُوفُ الرَّحِيمُ، أَسْأَلُكَ بِنُورِ وَجْهِكَ الَّذِي أَشْرَقَتْ لَهُ السَّمَاوَاتُ وَالْأَرْضُ، أَنْ تَقْبَلَنِي فِي هَذِهِ الْغَدَاةِ وَأَنْ تُجِيرَنِي مِنَ النَّارِ بِقُدْرَتِكَ,"“O Allah! You Alone deserve remembering and worshiping, and You Alone can help us against the disbelievers, and You are Merciful to Your servants, and Most Kind to whoever invokes Him, and Has the Power to provide; You are the Lord and has no partner, and the One and Only without the like, everyone will taste death except Allah, none will obey except by His will, and none will disobey except He knows; His servants obey and He is thankful, and disobey but He forgives. I ask You by the light of Your Face by which the heavens and earth are illumined, to accept me this morning and to protect me from the Fire by Your Power.”",,"A soft horizon glowing with both sunrise and dusk colours, two hands raised gently in supplication beneath the sky."
Morning & Evening Remembrance,(no name),حَسْبِيَ اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ عَلَيْهِ تَوَكَّلْتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ,"“Allah is Sufficient for me, none has the right to be worshipped except Him, upon Him I rely and He is Lord of the Exalted Throne.”",,"Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Morning & Evening Remembrance,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَمِّ وَالْحَزَنِ، وَأَعُوذُ بِكَ مِنَ الْعَجْزِ وَالْكَسَلِ، وَمِنَ الْبُخْلِ وَالْجُبْنِ، وَأَعُوذُ بِكَ مِنْ غَلَبَةِ الدَّيْنِ وَقَهْرِ الرِّجَالِ,"“O Allah! I ask refuge with You against worry, sorrow, helplessness; and I ask refuge with against laziness, cowardice, and from miserliness, and I ask refuge with You from debt and the burden of indebtedness and overpowering of men.”",,"A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Morning & Evening Remembrance,(no name),أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ، وَالْكِبْرِيَاءُ وَالْعَظَمَةُ وَالْخَلْقُ وَالْأَمْرُ، وَاللَّيْلُ وَالنَّهَارُ وَمَا يَضَحَّى فِيهِمَا لِلَّهِ وَحْدَهُ,"“We have reached the morning and at this very time all sovereignty belongs to Allah, the Glory, the Greatness, the Creation, the Order, the night and the day all belong to Allah, the Only One.”",,"A glowing key of dominion suspended in a starlit sky above an open landscape of mountains, oceans, and earth."
Further Supplications,(no name),اللَّهُمَّ اجْعَلْ أَوَّلَ هَذَا الْيَوْمِ صَلَاحًا، وَأَوْسَطَهُ فَلَاحًا، وَآخِرَهُ نَجَاحًا، أَسْأَلُكَ خَيْرَيِ الدُّنْيَا وَالْآخِرَةِ يَا أَرْحَمَ الرَّاحِمِينَ,"“O Allah! Make the first of this day rightness, the middle prosperity, and the last (part) a success; I ask You the best of this World and the Hereafter, O You Most Merciful of those who show mercy.”",,A path of light bridging two soft horizons: a green earthly landscape on one side and a luminous Jannah glow on the other.
